Numéro de support;Numéro Cartoradio;Numéro de Station;Date de mise en service;Exploitant;"Type d'antenne";"Numéro d'antenne";"Dimension de l'antenne";Directivité;Azimut;Hauteur / sol;Type service;Système;Début;Fin;Unité
30519;106454;0352700086;17/12/1999;SFR;Tout en 1(panneau-faisceau orientable);18618;2.7;Directif;120.0;19.3;TEL MOBILE;GSM 900;906.2;914.9;MHz
30519;106454;0352700086;17/12/1999;SFR;Tout en 1(panneau-faisceau orientable);18618;2.7;Directif;120.0;19.3;TEL MOBILE;GSM 900;951.2;959.9;MHz
30519;106454;0352700086;17/12/1999;SFR;Tout en 1(panneau-faisceau orientable);18619;2.7;Directif;0.0;28.7;TEL MOBILE;GSM 900;906.2;914.9;MHz
30519;106454;0352700086;17/12/1999;SFR;Tout en 1(panneau-faisceau orientable);18619;2.7;Directif;0.0;28.7;TEL MOBILE;GSM 900;951.2;959.9;MHz
30519;106454;0352700086;17/12/1999;SFR;Tout en 1(panneau-faisceau orientable);18620;2.7;Directif;240.0;19.3;TEL MOBILE;GSM 900;906.2;914.9;MHz
30519;106454;0352700086;17/12/1999;SFR;Tout en 1(panneau-faisceau orientable);18620;2.7;Directif;240.0;19.3;TEL MOBILE;GSM 900;951.2;959.9;MHz
30519;106454;0352700086;02/10/2014;SFR;Tout en 1(panneau-faisceau orientable);18618;2.7;Directif;120.0;19.3;TEL MOBILE;LTE 800;801.0;811.0;MHz
30519;106454;0352700086;02/10/2014;SFR;Tout en 1(panneau-faisceau orientable);18618;2.7;Directif;120.0;19.3;TEL MOBILE;LTE 800;842.0;852.0;MHz
30519;106454;0352700086;02/10/2014;SFR;Tout en 1(panneau-faisceau orientable);18619;2.7;Directif;0.0;28.7;TEL MOBILE;LTE 800;801.0;811.0;MHz
30519;106454;0352700086;02/10/2014;SFR;Tout en 1(panneau-faisceau orientable);18619;2.7;Directif;0.0;28.7;TEL MOBILE;LTE 800;842.0;852.0;MHz
30519;106454;0352700086;02/10/2014;SFR;Tout en 1(panneau-faisceau orientable);18620;2.7;Directif;240.0;19.3;TEL MOBILE;LTE 800;801.0;811.0;MHz
30519;106454;0352700086;02/10/2014;SFR;Tout en 1(panneau-faisceau orientable);18620;2.7;Directif;240.0;19.3;TEL MOBILE;LTE 800;842.0;852.0;MHz
30519;106454;0352700086;16/01/2015;SFR;Tout en 1(panneau-faisceau orientable);18618;2.7;Directif;120.0;19.3;TEL MOBILE;UMTS 900;906.2;914.9;MHz
30519;106454;0352700086;16/01/2015;SFR;Tout en 1(panneau-faisceau orientable);18618;2.7;Directif;120.0;19.3;TEL MOBILE;UMTS 900;951.2;959.9;MHz
30519;106454;0352700086;16/01/2015;SFR;Tout en 1(panneau-faisceau orientable);18619;2.7;Directif;0.0;28.7;TEL MOBILE;UMTS 900;906.2;914.9;MHz
30519;106454;0352700086;16/01/2015;SFR;Tout en 1(panneau-faisceau orientable);18619;2.7;Directif;0.0;28.7;TEL MOBILE;UMTS 900;951.2;959.9;MHz
30519;106454;0352700086;16/01/2015;SFR;Tout en 1(panneau-faisceau orientable);18620;2.7;Directif;240.0;19.3;TEL MOBILE;UMTS 900;906.2;914.9;MHz
30519;106454;0352700086;16/01/2015;SFR;Tout en 1(panneau-faisceau orientable);18620;2.7;Directif;240.0;19.3;TEL MOBILE;UMTS 900;951.2;959.9;MHz
30519;106454;0352700086;02/06/2017;SFR;Tout en 1(panneau-faisceau orientable);18618;2.7;Directif;120.0;19.3;TEL MOBILE;LTE 1800;1730.0;1750.0;MHz
30519;106454;0352700086;02/06/2017;SFR;Tout en 1(panneau-faisceau orientable);18618;2.7;Directif;120.0;19.3;TEL MOBILE;LTE 1800;1825.0;1845.0;MHz
30519;106454;0352700086;02/06/2017;SFR;Tout en 1(panneau-faisceau orientable);18618;2.7;Directif;120.0;19.3;TEL MOBILE;LTE 2600;2500.0;2515.0;MHz
30519;106454;0352700086;02/06/2017;SFR;Tout en 1(panneau-faisceau orientable);18618;2.7;Directif;120.0;19.3;TEL MOBILE;LTE 2600;2620.0;2635.0;MHz
30519;106454;0352700086;02/06/2017;SFR;Tout en 1(panneau-faisceau orientable);18618;2.7;Directif;120.0;19.3;TEL MOBILE;UMTS 2100;1915.1;1920.1;MHz
30519;106454;0352700086;02/06/2017;SFR;Tout en 1(panneau-faisceau orientable);18618;2.7;Directif;120.0;19.3;TEL MOBILE;UMTS 2100;1920.5;1935.3;MHz
30519;106454;0352700086;02/06/2017;SFR;Tout en 1(panneau-faisceau orientable);18618;2.7;Directif;120.0;19.3;TEL MOBILE;UMTS 2100;1959.9;1964.9;MHz
30519;106454;0352700086;02/06/2017;SFR;Tout en 1(panneau-faisceau orientable);18618;2.7;Directif;120.0;19.3;TEL MOBILE;UMTS 2100;2110.5;2125.3;MHz
30519;106454;0352700086;02/06/2017;SFR;Tout en 1(panneau-faisceau orientable);18618;2.7;Directif;120.0;19.3;TEL MOBILE;UMTS 2100;2149.9;2154.9;MHz
30519;106454;0352700086;02/06/2017;SFR;Tout en 1(panneau-faisceau orientable);18619;2.7;Directif;0.0;28.7;TEL MOBILE;LTE 1800;1730.0;1750.0;MHz
30519;106454;0352700086;02/06/2017;SFR;Tout en 1(panneau-faisceau orientable);18619;2.7;Directif;0.0;28.7;TEL MOBILE;LTE 1800;1825.0;1845.0;MHz
30519;106454;0352700086;02/06/2017;SFR;Tout en 1(panneau-faisceau orientable);18619;2.7;Directif;0.0;28.7;TEL MOBILE;LTE 2600;2500.0;2515.0;MHz
30519;106454;0352700086;02/06/2017;SFR;Tout en 1(panneau-faisceau orientable);18619;2.7;Directif;0.0;28.7;TEL MOBILE;LTE 2600;2620.0;2635.0;MHz
30519;106454;0352700086;02/06/2017;SFR;Tout en 1(panneau-faisceau orientable);18619;2.7;Directif;0.0;28.7;TEL MOBILE;UMTS 2100;1915.1;1920.1;MHz
30519;106454;0352700086;02/06/2017;SFR;Tout en 1(panneau-faisceau orientable);18619;2.7;Directif;0.0;28.7;TEL MOBILE;UMTS 2100;1920.5;1935.3;MHz
30519;106454;0352700086;02/06/2017;SFR;Tout en 1(panneau-faisceau orientable);18619;2.7;Directif;0.0;28.7;TEL MOBILE;UMTS 2100;1959.9;1964.9;MHz
30519;106454;0352700086;02/06/2017;SFR;Tout en 1(panneau-faisceau orientable);18619;2.7;Directif;0.0;28.7;TEL MOBILE;UMTS 2100;2110.5;2125.3;MHz
30519;106454;0352700086;02/06/2017;SFR;Tout en 1(panneau-faisceau orientable);18619;2.7;Directif;0.0;28.7;TEL MOBILE;UMTS 2100;2149.9;2154.9;MHz
30519;106454;0352700086;02/06/2017;SFR;Tout en 1(panneau-faisceau orientable);18620;2.7;Directif;240.0;19.3;TEL MOBILE;LTE 1800;1730.0;1750.0;MHz
30519;106454;0352700086;02/06/2017;SFR;Tout en 1(panneau-faisceau orientable);18620;2.7;Directif;240.0;19.3;TEL MOBILE;LTE 1800;1825.0;1845.0;MHz
30519;106454;0352700086;02/06/2017;SFR;Tout en 1(panneau-faisceau orientable);18620;2.7;Directif;240.0;19.3;TEL MOBILE;LTE 2600;2500.0;2515.0;MHz
30519;106454;0352700086;02/06/2017;SFR;Tout en 1(panneau-faisceau orientable);18620;2.7;Directif;240.0;19.3;TEL MOBILE;LTE 2600;2620.0;2635.0;MHz
30519;106454;0352700086;02/06/2017;SFR;Tout en 1(panneau-faisceau orientable);18620;2.7;Directif;240.0;19.3;TEL MOBILE;UMTS 2100;1915.1;1920.1;MHz
30519;106454;0352700086;02/06/2017;SFR;Tout en 1(panneau-faisceau orientable);18620;2.7;Directif;240.0;19.3;TEL MOBILE;UMTS 2100;1920.5;1935.3;MHz
30519;106454;0352700086;02/06/2017;SFR;Tout en 1(panneau-faisceau orientable);18620;2.7;Directif;240.0;19.3;TEL MOBILE;UMTS 2100;1959.9;1964.9;MHz
30519;106454;0352700086;02/06/2017;SFR;Tout en 1(panneau-faisceau orientable);18620;2.7;Directif;240.0;19.3;TEL MOBILE;UMTS 2100;2110.5;2125.3;MHz
30519;106454;0352700086;02/06/2017;SFR;Tout en 1(panneau-faisceau orientable);18620;2.7;Directif;240.0;19.3;TEL MOBILE;UMTS 2100;2149.9;2154.9;MHz
30519;106454;0352700086;28/10/2021;SFR;Tout en 1(panneau-faisceau orientable);18618;2.7;Directif;120.0;19.3;TEL MOBILE;5G NR 3500;3490.0;3570.0;MHz
30519;106454;0352700086;28/10/2021;SFR;Tout en 1(panneau-faisceau orientable);18619;2.7;Directif;0.0;28.7;TEL MOBILE;5G NR 3500;3490.0;3570.0;MHz
30519;106454;0352700086;28/10/2021;SFR;Tout en 1(panneau-faisceau orientable);18620;2.7;Directif;240.0;19.3;TEL MOBILE;5G NR 3500;3490.0;3570.0;MHz
93538;199704;0352290127;15/01/2000;ORANGE;Panneau;169105;2.7;Directif;270.0;24.0;TEL MOBILE;GSM 900;889.9;898.6;MHz
93538;199704;0352290127;15/01/2000;ORANGE;Panneau;169105;2.7;Directif;270.0;24.0;TEL MOBILE;GSM 900;934.9;943.6;MHz
93538;199704;0352290127;15/01/2000;ORANGE;Panneau;169109;2.7;Directif;30.0;22.0;TEL MOBILE;GSM 900;889.9;898.6;MHz
93538;199704;0352290127;15/01/2000;ORANGE;Panneau;169109;2.7;Directif;30.0;22.0;TEL MOBILE;GSM 900;934.9;943.6;MHz
93538;199704;0352290127;15/01/2000;ORANGE;Panneau;169110;2.7;Directif;150.0;22.0;TEL MOBILE;GSM 900;889.9;898.6;MHz
93538;199704;0352290127;15/01/2000;ORANGE;Panneau;169110;2.7;Directif;150.0;22.0;TEL MOBILE;GSM 900;934.9;943.6;MHz
93538;199704;0352290127;07/11/2014;ORANGE;Panneau;169105;2.7;Directif;270.0;24.0;TEL MOBILE;UMTS 900;889.9;898.6;MHz
93538;199704;0352290127;07/11/2014;ORANGE;Panneau;169105;2.7;Directif;270.0;24.0;TEL MOBILE;UMTS 900;934.9;943.6;MHz
93538;199704;0352290127;07/11/2014;ORANGE;Panneau;169109;2.7;Directif;30.0;22.0;TEL MOBILE;UMTS 900;889.9;898.6;MHz
93538;199704;0352290127;07/11/2014;ORANGE;Panneau;169109;2.7;Directif;30.0;22.0;TEL MOBILE;UMTS 900;934.9;943.6;MHz
93538;199704;0352290127;07/11/2014;ORANGE;Panneau;169110;2.7;Directif;150.0;22.0;TEL MOBILE;UMTS 900;889.9;898.6;MHz
93538;199704;0352290127;07/11/2014;ORANGE;Panneau;169110;2.7;Directif;150.0;22.0;TEL MOBILE;UMTS 900;934.9;943.6;MHz
93538;199704;0352290127;14/04/2015;ORANGE;Panneau;169105;2.7;Directif;270.0;24.0;TEL MOBILE;LTE 800;811.0;821.0;MHz
93538;199704;0352290127;14/04/2015;ORANGE;Panneau;169105;2.7;Directif;270.0;24.0;TEL MOBILE;LTE 800;852.0;862.0;MHz
93538;199704;0352290127;14/04/2015;ORANGE;Panneau;169109;2.7;Directif;30.0;22.0;TEL MOBILE;LTE 800;811.0;821.0;MHz
93538;199704;0352290127;14/04/2015;ORANGE;Panneau;169109;2.7;Directif;30.0;22.0;TEL MOBILE;LTE 800;852.0;862.0;MHz
93538;199704;0352290127;14/04/2015;ORANGE;Panneau;169110;2.7;Directif;150.0;22.0;TEL MOBILE;LTE 800;811.0;821.0;MHz
93538;199704;0352290127;14/04/2015;ORANGE;Panneau;169110;2.7;Directif;150.0;22.0;TEL MOBILE;LTE 800;852.0;862.0;MHz
93538;199704;0352290127;14/12/2016;ORANGE;Panneau;169105;2.7;Directif;270.0;24.0;TEL MOBILE;LTE 2600;2515.0;2535.0;MHz
93538;199704;0352290127;14/12/2016;ORANGE;Panneau;169105;2.7;Directif;270.0;24.0;TEL MOBILE;LTE 2600;2635.0;2655.0;MHz
93538;199704;0352290127;14/12/2016;ORANGE;Panneau;169109;2.7;Directif;30.0;22.0;TEL MOBILE;LTE 2600;2515.0;2535.0;MHz
93538;199704;0352290127;14/12/2016;ORANGE;Panneau;169109;2.7;Directif;30.0;22.0;TEL MOBILE;LTE 2600;2635.0;2655.0;MHz
93538;199704;0352290127;14/12/2016;ORANGE;Panneau;169110;2.7;Directif;150.0;22.0;TEL MOBILE;LTE 2600;2515.0;2535.0;MHz
93538;199704;0352290127;14/12/2016;ORANGE;Panneau;169110;2.7;Directif;150.0;22.0;TEL MOBILE;LTE 2600;2635.0;2655.0;MHz
132400;321272;0352290156;18/06/2013;ORANGE;Panneau;239602;1.9;Directif;30.0;16.0;TEL MOBILE;LTE 2600;2515.0;2535.0;MHz
132400;321272;0352290156;18/06/2013;ORANGE;Panneau;239602;1.9;Directif;30.0;16.0;TEL MOBILE;LTE 2600;2635.0;2655.0;MHz
132400;321272;0352290156;18/06/2013;ORANGE;Panneau;239604;1.9;Directif;150.0;16.0;TEL MOBILE;LTE 2600;2515.0;2535.0;MHz
132400;321272;0352290156;18/06/2013;ORANGE;Panneau;239604;1.9;Directif;150.0;16.0;TEL MOBILE;LTE 2600;2635.0;2655.0;MHz
132400;321272;0352290156;18/06/2013;ORANGE;Panneau;239606;1.9;Directif;270.0;16.0;TEL MOBILE;LTE 2600;2515.0;2535.0;MHz
132400;321272;0352290156;18/06/2013;ORANGE;Panneau;239606;1.9;Directif;270.0;16.0;TEL MOBILE;LTE 2600;2635.0;2655.0;MHz
132400;321272;0352290156;16/07/2018;ORANGE;Panneau;239602;1.9;Directif;30.0;16.0;TEL MOBILE;LTE 1800;1710.0;1730.0;MHz
132400;321272;0352290156;16/07/2018;ORANGE;Panneau;239602;1.9;Directif;30.0;16.0;TEL MOBILE;LTE 1800;1805.0;1825.0;MHz
132400;321272;0352290156;16/07/2018;ORANGE;Panneau;239604;1.9;Directif;150.0;16.0;TEL MOBILE;LTE 1800;1710.0;1730.0;MHz
132400;321272;0352290156;16/07/2018;ORANGE;Panneau;239604;1.9;Directif;150.0;16.0;TEL MOBILE;LTE 1800;1805.0;1825.0;MHz
132400;321272;0352290156;16/07/2018;ORANGE;Panneau;239606;1.9;Directif;270.0;16.0;TEL MOBILE;LTE 1800;1710.0;1730.0;MHz
132400;321272;0352290156;16/07/2018;ORANGE;Panneau;239606;1.9;Directif;270.0;16.0;TEL MOBILE;LTE 1800;1805.0;1825.0;MHz
132400;321272;0352290156;12/02/2019;ORANGE;Panneau;239602;1.9;Directif;30.0;16.0;TEL MOBILE;LTE 2100;1964.9;1979.7;MHz
132400;321272;0352290156;12/02/2019;ORANGE;Panneau;239602;1.9;Directif;30.0;16.0;TEL MOBILE;LTE 2100;2154.9;2169.7;MHz
132400;321272;0352290156;12/02/2019;ORANGE;Panneau;239602;1.9;Directif;30.0;16.0;TEL MOBILE;UMTS 900;889.9;898.6;MHz
132400;321272;0352290156;12/02/2019;ORANGE;Panneau;239602;1.9;Directif;30.0;16.0;TEL MOBILE;UMTS 900;934.9;943.6;MHz
132400;321272;0352290156;12/02/2019;ORANGE;Panneau;239604;1.9;Directif;150.0;16.0;TEL MOBILE;LTE 2100;1964.9;1979.7;MHz
132400;321272;0352290156;12/02/2019;ORANGE;Panneau;239604;1.9;Directif;150.0;16.0;TEL MOBILE;LTE 2100;2154.9;2169.7;MHz
132400;321272;0352290156;12/02/2019;ORANGE;Panneau;239604;1.9;Directif;150.0;16.0;TEL MOBILE;UMTS 900;889.9;898.6;MHz
132400;321272;0352290156;12/02/2019;ORANGE;Panneau;239604;1.9;Directif;150.0;16.0;TEL MOBILE;UMTS 900;934.9;943.6;MHz
132400;321272;0352290156;12/02/2019;ORANGE;Panneau;239606;1.9;Directif;270.0;16.0;TEL MOBILE;LTE 2100;1964.9;1979.7;MHz
132400;321272;0352290156;12/02/2019;ORANGE;Panneau;239606;1.9;Directif;270.0;16.0;TEL MOBILE;LTE 2100;2154.9;2169.7;MHz
132400;321272;0352290156;12/02/2019;ORANGE;Panneau;239606;1.9;Directif;270.0;16.0;TEL MOBILE;UMTS 900;889.9;898.6;MHz
132400;321272;0352290156;12/02/2019;ORANGE;Panneau;239606;1.9;Directif;270.0;16.0;TEL MOBILE;UMTS 900;934.9;943.6;MHz
132400;321272;0352290156;19/02/2019;ORANGE;Panneau;239602;1.9;Directif;30.0;16.0;TEL MOBILE;LTE 800;811.0;821.0;MHz
132400;321272;0352290156;19/02/2019;ORANGE;Panneau;239602;1.9;Directif;30.0;16.0;TEL MOBILE;LTE 800;852.0;862.0;MHz
132400;321272;0352290156;19/02/2019;ORANGE;Panneau;239604;1.9;Directif;150.0;16.0;TEL MOBILE;LTE 800;811.0;821.0;MHz
132400;321272;0352290156;19/02/2019;ORANGE;Panneau;239604;1.9;Directif;150.0;16.0;TEL MOBILE;LTE 800;852.0;862.0;MHz
132400;321272;0352290156;19/02/2019;ORANGE;Panneau;239606;1.9;Directif;270.0;16.0;TEL MOBILE;LTE 800;811.0;821.0;MHz
132400;321272;0352290156;19/02/2019;ORANGE;Panneau;239606;1.9;Directif;270.0;16.0;TEL MOBILE;LTE 800;852.0;862.0;MHz
132400;321272;0352290156;30/03/2021;ORANGE;Panneau;239602;1.9;Directif;30.0;16.0;TEL MOBILE;LTE 700;708.0;718.0;MHz
132400;321272;0352290156;30/03/2021;ORANGE;Panneau;239602;1.9;Directif;30.0;16.0;TEL MOBILE;LTE 700;763.0;773.0;MHz
132400;321272;0352290156;30/03/2021;ORANGE;Panneau;239604;1.9;Directif;150.0;16.0;TEL MOBILE;LTE 700;708.0;718.0;MHz
132400;321272;0352290156;30/03/2021;ORANGE;Panneau;239604;1.9;Directif;150.0;16.0;TEL MOBILE;LTE 700;763.0;773.0;MHz
132400;321272;0352290156;30/03/2021;ORANGE;Panneau;239606;1.9;Directif;270.0;16.0;TEL MOBILE;LTE 700;708.0;718.0;MHz
132400;321272;0352290156;30/03/2021;ORANGE;Panneau;239606;1.9;Directif;270.0;16.0;TEL MOBILE;LTE 700;763.0;773.0;MHz
132400;321272;0352290156;31/03/2021;ORANGE;Antenne à faisceaux orientables;6549762;0.8;Directif;30.0;17.0;TEL MOBILE;5G NR 3500;3710.0;3800.0;MHz
132400;321272;0352290156;31/03/2021;ORANGE;Antenne à faisceaux orientables;6549764;0.8;Directif;150.0;17.0;TEL MOBILE;5G NR 3500;3710.0;3800.0;MHz
132400;321272;0352290156;31/03/2021;ORANGE;Antenne à faisceaux orientables;6549766;0.8;Directif;270.0;17.0;TEL MOBILE;5G NR 3500;3710.0;3800.0;MHz
162076;127160;0350030421;non disponible;RESEAU PRIVE;Active (directionnelle ou omnidirectionnelle);303963;"";Non Directif;"";8.0;PMR;PMR;30.8;32.1;MHz
166194;129219;0350030330;non disponible;RESEAU PRIVE;Active (directionnelle ou omnidirectionnelle);306022;"";Non Directif;"";10.0;PMR;PMR;30.8;32.1;MHz
166400;129322;0350030326;non disponible;RESEAU PRIVE;Active (directionnelle ou omnidirectionnelle);306125;"";Non Directif;"";15.0;PMR;PMR;30.8;32.1;MHz
191602;141914;0350030084;non disponible;RESEAU PRIVE;Active (directionnelle ou omnidirectionnelle);318805;"";Non Directif;"";15.0;PMR;PMR;451.5;454.5;MHz
191602;141914;0350030084;non disponible;RESEAU PRIVE;Active (directionnelle ou omnidirectionnelle);318805;"";Non Directif;"";15.0;PMR;PMR;463.6;464.5;MHz
191770;141998;0350030124;non disponible;RESEAU PRIVE;Cierge/Perche;318889;1.0;Non Directif;"";12.0;PMR;PMR;456.0;460.0;MHz
191770;141998;0350030124;non disponible;RESEAU PRIVE;Cierge/Perche;318889;1.0;Non Directif;"";12.0;PMR;PMR;466.0;470.0;MHz
223039;337829;0352290168;26/04/2013;ORANGE;Panneau;360446;2.8;Directif;30.0;19.8;TEL MOBILE;LTE 2600;2515.0;2535.0;MHz
223039;337829;0352290168;26/04/2013;ORANGE;Panneau;360446;2.8;Directif;30.0;19.8;TEL MOBILE;LTE 2600;2635.0;2655.0;MHz
223039;337829;0352290168;26/04/2013;ORANGE;Panneau;360448;2.8;Directif;150.0;19.8;TEL MOBILE;LTE 2600;2515.0;2535.0;MHz
223039;337829;0352290168;26/04/2013;ORANGE;Panneau;360448;2.8;Directif;150.0;19.8;TEL MOBILE;LTE 2600;2635.0;2655.0;MHz
223039;337829;0352290168;26/04/2013;ORANGE;Panneau;360450;2.8;Directif;270.0;19.8;TEL MOBILE;LTE 2600;2515.0;2535.0;MHz
223039;337829;0352290168;26/04/2013;ORANGE;Panneau;360450;2.8;Directif;270.0;19.8;TEL MOBILE;LTE 2600;2635.0;2655.0;MHz
223039;337829;0352290168;28/06/2018;ORANGE;Panneau;360446;2.8;Directif;30.0;19.8;TEL MOBILE;LTE 1800;1710.0;1730.0;MHz
223039;337829;0352290168;28/06/2018;ORANGE;Panneau;360446;2.8;Directif;30.0;19.8;TEL MOBILE;LTE 1800;1805.0;1825.0;MHz
223039;337829;0352290168;28/06/2018;ORANGE;Panneau;360448;2.8;Directif;150.0;19.8;TEL MOBILE;LTE 1800;1710.0;1730.0;MHz
223039;337829;0352290168;28/06/2018;ORANGE;Panneau;360448;2.8;Directif;150.0;19.8;TEL MOBILE;LTE 1800;1805.0;1825.0;MHz
223039;337829;0352290168;28/06/2018;ORANGE;Panneau;360450;2.8;Directif;270.0;19.8;TEL MOBILE;LTE 1800;1710.0;1730.0;MHz
223039;337829;0352290168;28/06/2018;ORANGE;Panneau;360450;2.8;Directif;270.0;19.8;TEL MOBILE;LTE 1800;1805.0;1825.0;MHz
223039;337829;0352290168;11/12/2018;ORANGE;Panneau;360446;2.8;Directif;30.0;19.8;TEL MOBILE;LTE 800;811.0;821.0;MHz
223039;337829;0352290168;11/12/2018;ORANGE;Panneau;360446;2.8;Directif;30.0;19.8;TEL MOBILE;LTE 800;852.0;862.0;MHz
223039;337829;0352290168;11/12/2018;ORANGE;Panneau;360448;2.8;Directif;150.0;19.8;TEL MOBILE;LTE 800;811.0;821.0;MHz
223039;337829;0352290168;11/12/2018;ORANGE;Panneau;360448;2.8;Directif;150.0;19.8;TEL MOBILE;LTE 800;852.0;862.0;MHz
223039;337829;0352290168;11/12/2018;ORANGE;Panneau;360450;2.8;Directif;270.0;19.8;TEL MOBILE;LTE 800;811.0;821.0;MHz
223039;337829;0352290168;11/12/2018;ORANGE;Panneau;360450;2.8;Directif;270.0;19.8;TEL MOBILE;LTE 800;852.0;862.0;MHz
223039;337829;0352290168;13/12/2018;ORANGE;Panneau;360446;2.8;Directif;30.0;19.8;TEL MOBILE;UMTS 900;889.9;898.6;MHz
223039;337829;0352290168;13/12/2018;ORANGE;Panneau;360446;2.8;Directif;30.0;19.8;TEL MOBILE;UMTS 900;934.9;943.6;MHz
223039;337829;0352290168;13/12/2018;ORANGE;Panneau;360448;2.8;Directif;150.0;19.8;TEL MOBILE;UMTS 900;889.9;898.6;MHz
223039;337829;0352290168;13/12/2018;ORANGE;Panneau;360448;2.8;Directif;150.0;19.8;TEL MOBILE;UMTS 900;934.9;943.6;MHz
223039;337829;0352290168;13/12/2018;ORANGE;Panneau;360450;2.8;Directif;270.0;19.8;TEL MOBILE;UMTS 900;889.9;898.6;MHz
223039;337829;0352290168;13/12/2018;ORANGE;Panneau;360450;2.8;Directif;270.0;19.8;TEL MOBILE;UMTS 900;934.9;943.6;MHz
223039;337829;0352290168;13/03/2019;ORANGE;Panneau;360446;2.8;Directif;30.0;19.8;TEL MOBILE;LTE 2100;1964.9;1979.7;MHz
223039;337829;0352290168;13/03/2019;ORANGE;Panneau;360446;2.8;Directif;30.0;19.8;TEL MOBILE;LTE 2100;2154.9;2169.7;MHz
223039;337829;0352290168;13/03/2019;ORANGE;Panneau;360448;2.8;Directif;150.0;19.8;TEL MOBILE;LTE 2100;1964.9;1979.7;MHz
223039;337829;0352290168;13/03/2019;ORANGE;Panneau;360448;2.8;Directif;150.0;19.8;TEL MOBILE;LTE 2100;2154.9;2169.7;MHz
223039;337829;0352290168;13/03/2019;ORANGE;Panneau;360450;2.8;Directif;270.0;19.8;TEL MOBILE;LTE 2100;1964.9;1979.7;MHz
223039;337829;0352290168;13/03/2019;ORANGE;Panneau;360450;2.8;Directif;270.0;19.8;TEL MOBILE;LTE 2100;2154.9;2169.7;MHz
223039;337829;0352290168;30/03/2021;ORANGE;Panneau;360446;2.8;Directif;30.0;19.8;TEL MOBILE;LTE 700;708.0;718.0;MHz
223039;337829;0352290168;30/03/2021;ORANGE;Panneau;360446;2.8;Directif;30.0;19.8;TEL MOBILE;LTE 700;763.0;773.0;MHz
223039;337829;0352290168;30/03/2021;ORANGE;Panneau;360448;2.8;Directif;150.0;19.8;TEL MOBILE;LTE 700;708.0;718.0;MHz
223039;337829;0352290168;30/03/2021;ORANGE;Panneau;360448;2.8;Directif;150.0;19.8;TEL MOBILE;LTE 700;763.0;773.0;MHz
223039;337829;0352290168;30/03/2021;ORANGE;Panneau;360450;2.8;Directif;270.0;19.8;TEL MOBILE;LTE 700;708.0;718.0;MHz
223039;337829;0352290168;30/03/2021;ORANGE;Panneau;360450;2.8;Directif;270.0;19.8;TEL MOBILE;LTE 700;763.0;773.0;MHz
223039;337829;0352290168;31/03/2021;ORANGE;Antenne à faisceaux orientables;6549753;0.8;Directif;30.0;20.5;TEL MOBILE;5G NR 3500;3710.0;3800.0;MHz
223039;337829;0352290168;31/03/2021;ORANGE;Antenne à faisceaux orientables;6549755;0.8;Directif;150.0;20.5;TEL MOBILE;5G NR 3500;3710.0;3800.0;MHz
223039;337829;0352290168;31/03/2021;ORANGE;Antenne à faisceaux orientables;6549757;0.8;Directif;270.0;20.5;TEL MOBILE;5G NR 3500;3710.0;3800.0;MHz
246908;347610;0352700154;31/07/2017;SFR;Tout en 1(panneau-faisceau orientable);410774;2.1;Directif;0.0;15.5;TEL MOBILE;LTE 1800;1730.0;1750.0;MHz
246908;347610;0352700154;31/07/2017;SFR;Tout en 1(panneau-faisceau orientable);410774;2.1;Directif;0.0;15.5;TEL MOBILE;LTE 1800;1825.0;1845.0;MHz
246908;347610;0352700154;31/07/2017;SFR;Tout en 1(panneau-faisceau orientable);410774;2.1;Directif;0.0;15.5;TEL MOBILE;LTE 2600;2500.0;2515.0;MHz
246908;347610;0352700154;31/07/2017;SFR;Tout en 1(panneau-faisceau orientable);410774;2.1;Directif;0.0;15.5;TEL MOBILE;LTE 2600;2620.0;2635.0;MHz
246908;347610;0352700154;31/07/2017;SFR;Tout en 1(panneau-faisceau orientable);410774;2.1;Directif;0.0;15.5;TEL MOBILE;LTE 800;801.0;811.0;MHz
246908;347610;0352700154;31/07/2017;SFR;Tout en 1(panneau-faisceau orientable);410774;2.1;Directif;0.0;15.5;TEL MOBILE;LTE 800;842.0;852.0;MHz
246908;347610;0352700154;31/07/2017;SFR;Tout en 1(panneau-faisceau orientable);410776;2.1;Directif;120.0;15.5;TEL MOBILE;LTE 1800;1730.0;1750.0;MHz
246908;347610;0352700154;31/07/2017;SFR;Tout en 1(panneau-faisceau orientable);410776;2.1;Directif;120.0;15.5;TEL MOBILE;LTE 1800;1825.0;1845.0;MHz
246908;347610;0352700154;31/07/2017;SFR;Tout en 1(panneau-faisceau orientable);410776;2.1;Directif;120.0;15.5;TEL MOBILE;LTE 2600;2500.0;2515.0;MHz
246908;347610;0352700154;31/07/2017;SFR;Tout en 1(panneau-faisceau orientable);410776;2.1;Directif;120.0;15.5;TEL MOBILE;LTE 2600;2620.0;2635.0;MHz
246908;347610;0352700154;31/07/2017;SFR;Tout en 1(panneau-faisceau orientable);410776;2.1;Directif;120.0;15.5;TEL MOBILE;LTE 800;801.0;811.0;MHz
246908;347610;0352700154;31/07/2017;SFR;Tout en 1(panneau-faisceau orientable);410776;2.1;Directif;120.0;15.5;TEL MOBILE;LTE 800;842.0;852.0;MHz
